#hg38.kgXref.kgID	utr3_percentgc	utr5_percentgc	mrna_percentgc	utr3_length	utr5_length	mrna_length	utr3_energy	utr5_energy	gene_symbol
uc003jlp.4	31.653363740022805	48.38709677419355	36.48747773236928	4385	31	9543	-1078.29	-5.0	RICTOR
uc002txn.4	29.219600725952816	67.08074534161491	37.77474233205017	551	161	8053	-121.62	-73.9	RIF1
uc010pdj.2	50.0	0.0	48.775055679287306	170	3	449	-53.6		RIIAD1
uc002ftd.4	57.87671232876712	62.27106227106227	66.12083568605308	292	273	1771	-110.3	-109.83	RILP
uc001ufe.3	46.94041867954911	83.47457627118644	53.68769074262462	2484	236	3932	-1003.78	-126.7	RILPL1
uc001uey.2	51.44009216589862	68.35016835016835	53.06953264940564	5208	297	6141	-2388.15	-140.0	RILPL2
uc001uil.3	40.19346230820547	56.70731707317073	49.86552760639139	2998	164	6321	-803.84	-48.0	RIMBP2
uc002zsd.5	48.714285714285715	68.04123711340206	62.53890253890254	700	485	6105	-204.8	-227.5	RIMBP3
uc002zuq.5	48.714285714285715	68.04123711340206	62.52252252252253	700	485	6105	-204.8	-228.4	RIMBP3B
uc002zuy.5	48.812664907651715	68.04123711340206	63.26071922544951	379	485	5784	-106.84	-227.5	RIMBP3C
uc001chi.3	44.581799053129934	86.82170542635659	46.64945560668986	7604	129	8909	-2412.23	-82.3	RIMKLA
uc058kxw.1	32.79506752789196	43.878787878787875	38.18620178041543	3406	825	5392	-814.21	-234.14	RIMKLB
uc003pga.5	0.0	0.0	50.876156723764524	3	3	5079			RIMS1
uc003ylq.4	37.0145063172672	36.440677966101696	40.28992751812047	4274	236	8002	-1103.6	-40.8	RIMS2
uc001cfu.2	52.70640630352861	69.57446808510637	54.955079474775395	5838	470	7235	-2336.31	-228.44	RIMS3
uc002xms.4	57.74387424872862	91.04477611940298	58.90832212185278	4326	67	5203	-1932.2	-40.1	RIMS4
uc001ohn.2	59.345794392523366	59.055118110236215	66.54288897140735	214	127	2693	-76.2	-41.8	RIN1
uc002wro.3	36.94937541091387	40.26845637583892	48.85682574916759	1521	149	4505	-398.62	-41.0	RIN2
uc001yap.4	62.8032345013477	77.35849056603774	63.462036797097696	742	159	3859	-293.43	-96.4	RIN3
uc003odk.4	51.702786377708975	75.0	61.64383561643836	323	208	1752	-91.8	-110.0	RING1
uc010xuo.3	56.557377049180324	58.620689655172406	63.61256544502618	122	87	1910	-49.9	-23.2	RINL
uc003vda.1	29.23497267759563	66.66666666666666	41.63306451612903	366	231	2976	-69.96	-103.71	RINT1
uc003mxn.4	35.738255033557046	63.116370808678504	44.73309608540925	596	507	2810	-147.0	-215.52	RIOK1
uc003kmz.4	33.272561531449405	63.76811594202898	36.486486486486484	2194	69	3922	-524.21	-19.5	RIOK2
uc002kui.5	35.46480386888769	58.6709886547812	41.233283803863294	1861	617	4038	-511.25	-233.72	RIOK3
uc003mux.4	47.45670995670996	0.0	47.56728778467909	1848	3	3864	-629.76		RIPK1
uc003yee.4	30.29366306027821	71.3375796178344	42.60835913312693	647	314	2584	-113.94	-172.5	RIPK2
uc001wpb.4	52.5974025974026	57.534246575342465	55.85492227979275	154	219	1930	-44.1	-65.2	RIPK3
uc002yzn.2	48.94486044928523	76.92307692307693	58.395474415016714	1469	65	3889	-545.3	-31.2	RIPK4
uc004emr.3	52.47813411078717	60.0	53.412969283276446	686	30	1172	-264.3	-6.3	RIPPLY1
uc003pke.5	19.047619047619047	65.56291390728477	49.54819277108434	126	151	664	-16.6	-66.7	RIPPLY2
uc002yvv.4	41.942148760330575	74.28571428571429	50.156599552572715	1452	210	2235	-618.6	-93.6	RIPPLY3
uc001fmh.3	36.35658914728682	65.85365853658537	40.20319303338171	2580	205	3445	-690.99	-89.8	RIT1
uc010dnf.5	37.35632183908046	51.162790697674424	44.37716262975779	522	172	1156	-129.3	-53.4	RIT2
uc001tur.2	51.36116152450091	64.59537572254335	60.39941548952752	551	692	2053	-181.28	-338.13	RITA1
uc002bnl.4	45.67307692307692	56.59090909090909	54.1988950276243	416	440	1810	-124.9	-172.0	RLBP1
uc001cfc.5	37.130801687763714	74.07407407407408	39.849503682356705	474	27	6246	-130.89	-12.0	RLF
uc004ebw.4	36.52579141892978	59.3607305936073	38.908260189972346	6223	219	8317	-1706.23	-84.0	RLIM
uc003zjb.3	28.01418439716312	64.56692913385827	41.67528438469493	282	127	967	-48.3	-50.3	RLN1
uc003zja.3	29.130434782608695	51.41388174807198	42.905692438402724	230	389	1177	-54.8	-118.05	RLN2
uc002mxw.2	61.702127659574465	59.64912280701754	62.241379310344826	94	57	580	-37.3	-8.4	RLN3
uc002etn.4	37.254901960784316	78.96341463414635	65.35097077021548	51	328	4687	-4.4	-189.9	RLTPR
uc003ydu.4	38.253319713993875	64.375	41.65850473392099	1958	160	3063	-557.66	-77.81	RMDN1
uc002rqn.3	44.21768707482993	44.827586206896555	38.1360201511335	147	116	1985	-37.4	-22.1	RMDN2
uc001zmp.1	42.11332312404288	69.72972972972973	53.84273656152821	653	185	2251	-177.61	-91.7	RMDN3
uc004anq.5	30.66115702479339	55.72289156626506	36.0233918128655	1210	332	3420	-273.39	-129.2	RMI1
uc002daw.2	40.94650205761317	78.04878048780488	50.30885380919698	972	41	1457	-245.06	-7.1	RMI2
uc003qoi.4	46.71916010498688	62.601626016260155	43.743257820927724	381	123	1854	-111.9	-47.9	RMND1
uc002srr.3	38.31533477321814	77.37373737373737	42.78685922869386	4630	495	6301	-1337.79	-279.2	RMND5A
uc003min.5	51.67785234899329	67.80626780626781	54.96802754549927	2533	351	4066	-943.11	-188.2	RMND5B
uc001vyi.4	49.18918918918919	50.09861932938856	51.85459940652819	370	507	1348	-100.61	-152.6	RNASE1
uc010tlj.3	42.5531914893617	57.89473684210527	48.11715481171548	47	19	717	0.0	-2.3	RNASE10
uc010ahv.4	38.924050632911396	41.62162162162162	42.234332425068125	316	185	1101	-79.96	-46.5	RNASE11
uc001vxt.4	56.32183908045977	48.0	45.64183835182251	87	100	631	-25.0	-22.6	RNASE12
uc001vzj.3	52.30460921843687	49.275362318840585	51.02675793403858	998	138	1607	-255.69	-31.5	RNASE13
uc001vyl.2	46.927374301675975	57.77777777777777	46.22516556291391	179	90	755	-33.56	-30.5	RNASE2
uc001vyj.4	48.60335195530726	55.172413793103445	47.638888888888886	179	58	720	-34.0	-17.22	RNASE3
uc001vxy.6	38.57142857142858	58.72781065088757	46.54761904761905	1400	676	2520	-312.11	-266.95	RNASE4
uc001vye.4	38.730158730158735	42.32081911262799	43.54382657869934	315	293	1061	-76.86	-84.69	RNASE6
uc001vzk.4	46.62337662337662	56.809338521400775	50.734312416555404	770	257	1498	-242.98	-84.27	RNASE7
uc010tlm.3	54.08163265306123	50.70422535211267	54.25867507886435	98	71	634	-12.4	-6.4	RNASE8
uc010ahp.3	44.28969359331476	44.31372549019608	42.26142742582197	359	255	1247	-92.3	-61.5	RNASE9
uc002qxt.5	44.92537313432835	69.9438202247191	53.047164811870694	670	356	1887	-224.5	-161.6	RNASEH1
uc002mvg.2	49.707602339181285	68.08510638297872	57.596566523605155	171	94	1165	-51.1	-40.6	RNASEH2A
uc001vfb.5	39.88362866966411	70.54545454545455	41.904761904761905	3781	275	4830	-1209.45	-135.3	RNASEH2B
uc001ofn.4	55.07109004739337	63.49206349206349	57.69506084466715	2110	189	2794	-841.12	-83.2	RNASEH2C
uc060ago.1	63.41463414634146	61.33333333333333	59.62962962962963	246	150	810	-84.3	-48.0	RNASEK
uc009wxz.3	40.671217292377705	46.06299212598425	44.54931571495989	1758	254	4238	-504.98	-80.28	RNASEL
uc003qve.4	32.142857142857146	75.0	59.70909090909091	84	520	1375	-9.56	-296.51	RNASET2
uc001rsn.4	55.4641598119859	61.06870229007634	54.90779298036883	851	131	1681	-353.9	-48.6	RND1
uc002icn.4	50.86412395709178	80.37383177570094	52.785145888594165	3356	107	4147	-1279.65	-49.9	RND2
uc002txe.4	35.10044642857143	42.0	38.710839034929776	1792	250	2777	-456.91	-83.01	RND3
uc001typ.5	43.21120689655172	72.66811279826464	52.313725490196084	928	461	3825	-285.74	-210.8	RNF10
uc002srn.4	30.444444444444446	73.16821465428276	49.209088294506756	450	969	3477	-82.83	-519.12	RNF103
uc010ytl.3	50.73529411764706	59.67078189300411	51.27753303964758	136	243	1135	-36.6	-100.3	RNF103-CHMP3
uc001csi.5	31.97374589779653	76.5432098765432	41.79636835278859	2133	486	3084	-527.01	-262.4	RNF11
uc002afs.5	33.22747121873759	59.353348729792145	41.89074919668527	2519	433	5913	-606.95	-177.5	RNF111
uc010vyw.3	52.95186194368756	60.93023255813953	59.215442092154426	1101	215	3212	-411.0	-67.7	RNF112
uc004esb.4	37.38317757009346	65.88785046728972	54.54545454545454	107	214	1353	-21.05	-88.5	RNF113A
uc001vnk.4	40.21164021164021	62.06896551724138	55.9593023255814	378	29	1376	-83.84	-3.7	RNF113B
uc002xux.4	44.60308395202741	78.46153846153847	48.381941669996	1751	65	2503	-539.13	-21.4	RNF114
uc031utf.2	41.635408852213054	74.50980392156863	43.13919052319842	7998	204	9117	-3160.92	-106.5	RNF115
uc001ora.4	54.0625	56.78670360110804	53.409523809523805	1280	361	2625	-528.38	-136.93	RNF121
uc003xjo.3	50.40080160320641	70.64676616915423	54.97858672376874	998	402	1868	-359.24	-154.9	RNF122
uc003cxh.5	53.6036036036036	68.05555555555556	59.17420552076085	222	144	4311	-59.8	-69.6	RNF123
uc002kxf.2	38.475874922344175	59.959349593495936	41.461794019933556	4829	492	6020	-1657.19	-208.0	RNF125
uc010drs.5	60.797342192691026	83.97435897435898	65.17119244391971	602	156	1694	-257.3	-102.0	RNF126
uc004eml.4	28.4375	68.4	42.314518991835286	1280	250	2817	-264.43	-116.7	RNF128
uc003exn.5	33.00589390962672	61.396011396011396	42.67271458478716	1018	702	2866	-237.18	-286.3	RNF13
uc003mll.2	42.24872231686542	79.8076923076923	54.220061864781265	587	416	2263	-164.2	-239.7	RNF130
uc003vkj.2	38.15789473684211	34.03361344537815	40.069204152249135	76	238	1445	-16.54	-46.06	RNF133
uc002hfz.4	45.416666666666664	53.264604810996566	53.769017980636235	720	873	2892	-229.4	-315.91	RNF135
uc002kxg.3	28.93850042122999	70.3056768558952	36.97478991596639	2374	458	3570	-549.91	-199.2	RNF138
uc003yrc.4	29.259259259259256	75.53763440860214	44.7478194918468	270	372	2637	-59.4	-206.9	RNF139
uc003lma.4	36.14554178328668	54.0453074433657	40.77922077922078	2501	309	4235	-688.65	-113.4	RNF14
uc001mis.2	34.156886967263745	60.83916083916085	36.89248895434463	3238	143	4074	-814.2	-53.6	RNF141
uc002qys.4	43.89416553595658	70.13574660633483	47.692843461605435	4422	442	5743	-1386.08	-224.3	RNF144A
uc003ncs.3	38.219070133963754	63.722397476340696	42.255758538522635	3807	317	5036	-1078.2	-135.6	RNF144B
uc003lxp.4	38.6994448850119	71.66666666666667	45.11486299474121	1261	360	3613	-357.52	-175.5	RNF145
uc021zeu.2	32.868757259001164	55.83090379008746	44.05487804878049	861	686	2624	-200.39	-274.15	RNF146
uc003vkk.2	31.360946745562128	34.10138248847927	40.95092024539878	169	217	1304	-31.3	-46.0	RNF148
uc002taz.3	32.86835222319093	67.5925925925926	45.158665581773796	1147	108	2458	-281.35	-38.4	RNF149
uc003iio.2	39.79181452566832	82.35294117647058	42.10096889342172	8454	34	9805	-2396.25	-17.0	RNF150
uc002cnt.1	64.0	0.0	63.06532663316583	50	3	796	-10.5		RNF151
uc002lih.2	37.91244062138914	60.36363636363637	42.02715503631197	7789	1100	9501	-2226.53	-456.43	RNF152
uc002jqz.4	53.05535585909418	89.47368421052632	54.752774974772954	2782	133	4955	-1045.28	-91.6	RNF157
uc002lcb.2	51.41451414514145	84.31372549019608	52.76461295418642	6504	51	7596	-2541.84	-23.9	RNF165
uc021tmn.2	59.883720930232556	62.4	61.058288548987186	1032	1000	2419	-456.2	-419.66	RNF166
uc002fzs.4	51.45631067961165	57.16463414634146	55.979112271540465	206	656	1915	-69.75	-257.7	RNF167
uc003fwq.4	40.71146245059288	60.168067226890756	44.41743033476716	3036	595	5347	-943.93	-252.1	RNF168
uc001ovl.4	40.36600387119479	0.0	44.4330819378755	5683	3	7823	-1716.76		RNF169
uc001upr.4	33.84615384615385	65.38461538461539	38.62082437976167	195	52	5119	-38.7	-17.9	RNF17
uc003xpo.4	36.93221523410203	72.95597484276729	42.031098153547134	2862	477	4116	-793.05	-268.34	RNF170
uc003int.4	33.19672131147541	72.92225201072387	51.55860349127182	244	373	1604	-49.84	-197.12	RNF175
uc003jti.4	28.18330605564648	76.38888888888889	33.87688544639217	3055	72	4906	-619.05	-32.0	RNF180
uc002spv.2	49.35064935064935	70.0	54.13005272407732	77	30	569	-18.3	-11.5	RNF181
uc003nbe.4	35.71135711357113	54.684512428298284	41.284403669724774	2439	523	3706	-643.95	-182.1	RNF182
uc004bgz.4	42.69005847953216	65.69343065693431	55.56368960468521	513	274	1366	-149.4	-117.5	RNF183
uc003akb.4	48.006576243321	56.60377358490566	49.88962472406181	2433	159	3171	-836.76	-50.3	RNF185
uc001bcr.3	47.55784061696658	59.887005649717516	58.08	389	177	1250	-117.7	-68.7	RNF186
uc057qfa.1	56.51249335459861	71.02803738317756	61.98210142525687	1881	428	3017	-736.27	-207.5	RNF187
uc003yjj.3	33.02139037433155	49.21135646687697	39.67667436489607	1496	317	4330	-371.67	-96.3	RNF19A
uc001bwm.5	46.402877697841724	0.0	54.84988452655889	834	3	2598	-244.1		RNF19B
uc001grc.2	32.11963589076723	72.91666666666666	38.07542983915696	2307	288	3606	-544.39	-129.5	RNF2
uc004bbn.5	37.635574837310195	57.77777777777777	45.35532994923857	922	90	3940	-248.67	-25.0	RNF20
uc001amg.4	48.20295983086681	73.22834645669292	56.090723751274204	1892	127	3924	-627.84	-55.1	RNF207
uc004clz.2	64.44444444444444	72.97297297297297	66.85236768802228	180	111	1077	-46.1	-38.99	RNF208
uc003gci.4	38.42652795838752	78.57142857142857	43.0406852248394	1538	98	2335	-379.7	-56.7	RNF212
uc058zps.1	0.0	0.0	47.06533776301218	3	3	903			RNF212B
uc021uen.3	48.12783661119516	62.23776223776224	52.14913322251247	5288	143	21055	-1763.53	-49.9	RNF213
uc001pqt.5	40.93457943925234	80.55555555555556	49.43738656987296	535	108	2755	-134.07	-45.3	RNF214
uc003ahp.4	54.78927203065134	81.33333333333333	62.55020080321285	783	75	1992	-325.9	-33.1	RNF215
uc003soy.3	57.90970494134376	60.44444444444444	54.12307146657209	2813	225	5639	-1249.93	-92.3	RNF216
uc003pzr.5	31.9513201320132	0.0	35.71743929359823	9696	3	11325	-2315.92		RNF217
uc001vkw.2	33.66951124903025	64.40677966101694	38.14111646358742	1289	59	3529	-326.9	-18.9	RNF219
uc001clv.2	54.219409282700425	61.111111111111114	55.76603522765038	948	360	3009	-359.94	-113.69	RNF220
uc010vuy.2	55.45454545454545	54.0453074433657	58.29523187459177	2090	309	3062	-870.95	-109.1	RNF222
uc021oen.2	59.106933019976495	69.43521594684385	65.5099894847529	851	301	1902	-351.5	-137.1	RNF223
uc022bqe.2	63.949275362318836	65.03225806451613	65.90656284760846	552	775	1798	-250.1	-379.6	RNF224
uc021vcz.1	0.0	0.0	75.95959595959596	3	3	990			RNF225
uc002wkh.4	47.927154278945814	72.61904761904762	48.53079296927412	6754	252	7453	-2452.52	-124.3	RNF24
uc002vit.4	51.61290322580645	59.863945578231295	57.52351097178683	93	441	1914	-21.9	-158.26	RNF25
uc001pwh.4	56.13048368953881	60.23489932885906	59.167563688554004	889	596	2787	-336.7	-204.44	RNF26
uc001wmn.2	60.22727272727273	70.625	61.12489660876758	88	320	3627	-28.1	-157.2	RNF31
uc010lqm.4	30.916844349680172	64.4776119402985	46.06444796619123	469	335	1893	-86.45	-142.7	RNF32
uc001ual.3	41.80645161290323	69.76744186046511	47.8702807357212	775	172	2066	-216.0	-76.8	RNF34
uc003zzj.5	36.350059737156506	64.74464579901154	42.7483821850019	3348	607	5254	-862.48	-279.0	RNF38
uc003npe.4	49.349112426035504	59.183673469387756	60.290117860380775	845	98	2206	-248.65	-29.1	RNF39
uc003gfb.4	48.62475442043222	54.27974947807933	49.773316062176164	2036	479	3088	-676.74	-177.44	RNF4
uc002dzq.4	61.7875056999544	62.758620689655174	60.809371671991485	2193	435	5634	-967.83	-178.62	RNF40
uc001skf.3	44.9438202247191	59.189189189189186	47.551822730521806	4272	370	5596	-1448.21	-157.8	RNF41
uc002iwg.6	51.38121546961326	41.844919786096256	54.682848637508584	1267	748	4367	-475.8	-211.94	RNF43
uc003mek.2	54.18275418275418	71.61904761904762	60.12033694344163	2331	525	4155	-926.33	-257.2	RNF44
uc003oaj.5	47.75160599571734	52.53164556962025	52.99657534246576	467	158	1168	-144.9	-51.2	RNF5
uc001uqq.4	27.74621212121212	63.3445945945946	42.09390178089584	1056	592	3706	-227.75	-251.11	RNF6
uc003eud.4	37.056504599211564	78.26086956521739	41.47665580890337	2283	138	2763	-612.31	-76.0	RNF7
uc003onq.4	41.88442211055276	63.730569948186535	43.72225182028059	3980	193	5631	-1152.69	-78.5	RNF8
uc002iya.4	27.00135685210312	64.28571428571429	36.55402189433603	737	56	2101	-147.92	-15.5	RNFT1
uc009zwn.4	46.15963855421687	57.93991416309014	53.66022099447514	1328	233	2896	-426.52	-83.9	RNFT2
uc003pmr.4	35.02247650183898	61.53846153846154	39.60026356248627	2447	312	4553	-608.34	-129.8	RNGTT
uc001lpl.2	52.84090909090909	59.070796460176986	62.41310824230387	176	452	2014	-45.0	-148.3	RNH1
uc001kfd.3	34.82224247948952	41.417910447761194	41.122599704579024	1097	1340	3385	-277.32	-368.12	RNLS
uc002ksl.2	42.03974666957851	45.0	41.120000000000005	4579	240	6250	-1386.87	-59.4	RNMT
uc002frw.4	50.227272727272734	71.69811320754717	55.223880597014926	440	106	1809	-154.92	-46.1	RNMTL1
uc010oun.3	28.899082568807337	45.0	39.90384615384615	218	100	1872	-38.94	-16.4	RNPC3
uc001gxd.4	46.403712296983755	79.06976744186046	56.48949320148331	431	43	2427	-122.6	-19.3	RNPEP
uc061uih.1	56.7816091954023	74.19898819561551	60.34544800287873	3480	593	5558	-1399.15	-262.2	RNPEPL1
uc002cpt.5	51.55875299760192	52.74725274725275	53.95996518711923	834	546	2298	-306.9	-190.7	RNPS1
uc003dqe.3	32.47607655502392	47.368421052631575	44.690002966478794	1672	114	6742	-380.79	-28.54	ROBO1
uc003dpy.5	34.17753901253518	52.77777777777778	42.5888665325285	3909	900	8946	-970.08	-311.35	ROBO2
uc001qbc.4	46.75925925925926	72.39583333333334	63.164806303348655	216	192	4569	-69.02	-89.1	ROBO3
uc001qbg.4	51.24999999999999	53.90946502057613	59.08704883227176	1200	486	4710	-454.31	-175.4	ROBO4
uc002kte.4	37.00312639571237	68.86291179596175	40.45761282159426	4478	941	9484	-1178.68	-450.1	ROCK1
uc002rbd.2	34.630032644178456	79.51002227171492	39.85769416304873	3676	449	8292	-940.64	-271.5	ROCK2
uc002cxv.5	60.16260162601627	77.30870712401055	65.36023054755043	492	379	1735	-211.6	-220.6	ROGDI
uc001ntv.5	50.5338078291815	70.24029574861368	63.52502662406816	281	541	1878	-97.0	-294.6	ROM1
uc010gfm.4	43.58974358974359	71.11111111111111	62.048192771084345	78	180	498	-8.31	-72.1	ROMO1
uc003eha.4	34.542586750788644	45.16129032258064	43.556381660470876	634	341	1614	-138.14	-90.25	ROPN1
uc003eih.4	32.83582089552239	67.19367588932806	52.92397660818714	134	253	1026	-17.8	-111.5	ROPN1B
uc003jex.5	32.098765432098766	69.86301369863014	54.502814258911826	81	292	1066	-8.6	-141.2	ROPN1L
uc001dbj.4	34.0522133938706	75.2	44.11865569272977	2643	375	5832	-648.33	-202.0	ROR1
uc004arj.3	48.544600938967136	72.36180904522614	58.5693359375	1065	199	4096	-375.79	-89.9	ROR2
uc002agx.4	33.736778977210776	40.5940594059406	35.80781999262265	9171	101	10844	-2310.87	-24.0	RORA
uc004ajh.4	37.729858446884506	49.673202614379086	39.85970055491572	7559	612	9551	-2049.55	-163.29	RORB
uc001ezg.4	52.24839400428265	67.74193548387096	56.0983606557377	1401	155	3050	-548.08	-67.7	RORC
uc003pxp.2	39.0625	34.67336683417086	42.05783456624076	192	199	7435	-49.82	-33.52	ROS1
uc003xsd.1	30.353430353430355	32.432432432432435	38.732394366197184	481	148	7100	-88.72	-30.1	RP1
uc058fqk.2	43.64924279433317	52.57936507936508	44.69513332090248	4094	504	5363	-1591.42	-165.9	RP11-111M22.2
uc003wuz.1	0.0	0.0	40.416666666666664	3	3	240			RP11-1236K1.1
uc002bjs.3	38.90770165841799	77.15231788079471	41.08222728343674	11517	604	12733	-3743.48	-358.44	RP11-382A20.3
uc059vex.1	0.0	0.0	58.0896686159844	3	3	1026			RP11-457D20.2
uc284rcb.1	39.80123047799338	0.0	49.87242394504416	2113	3	5095	-617.96		RP13-147D17.3
uc003wtc.4	45.604395604395606	68.75	61.82114636899536	546	224	7973	-178.9	-111.4	RP1L1
uc004dgw.5	31.015836230204712	69.56521739130434	36.18196160925585	2589	161	3803	-616.1	-73.6	RP2
uc002wib.3	55.85193249863909	69.16167664670658	62.46609124537608	1837	334	4055	-733.61	-147.3	RP5-1187M17.10
uc001hvt.4	32.45794009027493	75.86206896551724	47.581339301084526	2437	261	5809	-562.99	-128.4	RP5-862P8.2
uc003tdm.4	49.88558352402746	83.33333333333334	50.22301516503123	437	18	1121	-144.1	-3.6	RP9
uc002fto.3	47.03656998738966	71.81818181818181	48.24884792626728	2379	110	4340	-772.66	-46.2	RPA1
uc001bpe.3	41.94053208137715	61.0	48.05936073059361	639	300	1752	-193.26	-119.1	RPA2
uc003sri.4	32.365145228215766	52.04778156996587	45.89108910891089	482	1172	2020	-92.85	-384.13	RPA3
uc004efv.5	35.309973045822105	51.61290322580645	46.02564102564102	371	403	1560	-89.16	-125.7	RPA4
uc002gbq.3	33.442622950819676	59.82456140350877	50.94462540716612	305	570	1535	-65.3	-233.21	RPAIN
uc001zod.5	46.72131147540984	64.1025641025641	59.20685959271168	366	117	4665	-119.05	-32.6	RPAP1
uc001dot.3	41.110003323363244	76.14678899082568	41.152239157300066	15045	109	16993	-4618.97	-59.9	RPAP2
uc001rpr.4	32.358156028368796	69.82758620689656	35.6979405034325	2256	116	4370	-558.2	-52.8	RPAP3
uc010zjf.4	32.21231766612642	64.94845360824742	36.619273301737756	2468	97	3165	-589.57	-36.2	RPE
uc001dei.2	28.30188679245283	46.2962962962963	38.04597701149425	954	54	2610	-184.1	-15.1	RPE65
uc009xxi.2	34.208552138034506	47.27272727272727	39.57746478873239	1333	110	2130	-336.15	-27.11	RPEL1
uc001djv.5	32.1875	0.0	40.86642599277978	320	3	1385	-71.56		RPF1
uc003pun.5	36.293436293436294	65.21739130434783	38.79817112998041	518	92	1531	-115.39	-31.9	RPF2
uc004ded.2	30.76923076923077	65.5367231638418	44.010908328088945	1131	177	4767	-238.37	-74.8	RPGR
uc001wag.4	34.177215189873415	0.0	48.24873096446701	79	3	3940	-8.0		RPGRIP1
uc002eho.5	35.37445936717505	67.02127659574468	37.962172056131784	4393	94	8195	-1117.49	-32.2	RPGRIP1L
uc001ttz.4	50.8345255126371	57.74647887323944	54.156871126309035	2097	497	4679	-585.86	-191.8	RPH3A
uc002frf.3	55.851851851851855	54.682274247491634	58.38376646493414	1350	598	2809	-512.53	-221.7	RPH3AL
uc002ste.4	37.10618436406068	76.36363636363637	48.59307359307359	857	55	1848	-223.87	-18.8	RPIA
uc033fbd.1	49.898989898989896	62.23404255319149	52.24331320103538	1485	188	2318	-543.0	-70.8	RPL10
uc003okp.2	37.142857142857146	62.96296296296296	51.117318435754186	35	27	716	-0.9	-4.6	RPL10A
uc001wwg.5	39.02439024390244	55.294117647058826	51.724137931034484	82	85	812	-17.2	-22.2	RPL10L
uc001bhk.5	32.69230769230769	62.22222222222222	49.8422712933754	52	45	634	-4.1	-9.49	RPL11
uc004bqy.3	36.17021276595745	64.77272727272727	52.29067930489732	47	88	633	-2.5	-32.8	RPL12
uc002fnm.3	54.99207606973059	68.42105263157895	56.20275678079146	3786	76	4498	-1615.57	-27.9	RPL13
uc002pny.5	49.08722109533469	55.26315789473685	53.852667231160034	493	76	1181	-161.9	-17.43	RPL13A
uc003ckg.5	43.4618410700236	62.31884057971014	44.202488687782804	6355	69	7072	-2379.12	-29.8	RPL14
uc003cco.4	46.35597421913733	65.78947368421053	50.476190476190474	2017	380	2835	-729.29	-164.2	RPL15
uc060pbi.1	17.142857142857142	42.75092936802974	43.655413271245635	35	269	859	-2.2	-69.41	RPL17
uc002ldm.3	31.571815718157183	0.0	38.125	738	3	1440	-161.86		RPL17-C18orf32
uc002pjq.3	38.63636363636363	66.15776081424937	61.05577689243028	44	393	1004	-2.75	-164.9	RPL18
uc002nhp.4	66.0377358490566	66.66666666666666	61.503759398496236	53	81	665	-13.7	-26.2	RPL18A
uc002hrq.1	39.24050632911392	67.74193548387096	53.551912568306015	79	62	732	-11.15	-25.9	RPL19
uc001ura.4	30.23255813953488	58.13148788927336	47.85276073619632	43	289	815	-2.04	-107.7	RPL21
uc001amd.4	41.222760290556906	61.53846153846154	42.10779595765159	1652	39	2078	-487.6	-1.86	RPL22
uc003fhc.5	39.202657807308974	61.70886075949367	42.64840182648402	1505	316	2190	-386.23	-119.24	RPL22L1
uc002hqx.2	42.60485651214128	54.13533834586466	44.09783764622474	2265	133	2821	-803.17	-45.5	RPL23
uc002hci.4	46.44351464435147	52.85481239804242	49.871959026888604	478	613	1562	-135.7	-204.59	RPL23A
uc003dvh.2	25.581395348837212	54.71698113207547	47.8330658105939	43	106	623	-3.5	-25.18	RPL24
uc002glh.2	25.0	61.904761904761905	44.465648854961835	44	42	524	-3.9	-12.5	RPL26
uc003mcc.4	33.04347826086956	66.66666666666666	45.15235457063712	230	54	722	-46.04	-25.1	RPL26L1
uc002icj.4	15.384615384615385	57.49999999999999	47.14285714285714	39	40	490	-1.6	-10.2	RPL27
uc001mgs.5	45.89276930644368	64.01985111662532	48.08787632221318	4066	403	4916	-1450.78	-158.8	RPL27A
uc002qkv.4	54.43645083932853	56.75675675675676	55.17097581317765	3753	629	4796	-1551.6	-241.62	RPL28
uc003dcs.4	55.70469798657718	61.702127659574465	56.56984785615491	149	94	723	-50.6	-27.8	RPL29
uc003axi.4	41.07142857142857	66.66666666666666	55.68654646324549	56	174	1442	-7.9	-81.1	RPL3
uc003yif.4	27.500000000000004	59.130434782608695	45.48802946593002	80	115	543	-5.1	-43.93	RPL30
uc010fiu.2	36.95652173913043	57.57575757575758	41.26126126126126	690	33	1110	-159.5	-5.2	RPL31
uc003bxm.4	44.43753884400249	66.0	46.6225791213982	1609	100	2117	-510.81	-32.4	RPL32
uc003hza.4	36.72055427251732	57.57575757575758	41.85228604923799	433	66	853	-115.74	-20.0	RPL34
uc004boy.2	55.88235294117647	69.38775510204081	58.24175824175825	34	49	455	-4.9	-11.4	RPL35
uc003fys.6	24.358974358974358	55.072463768115945	46.083788706739526	78	138	549	-7.2	-43.9	RPL35A
uc002mcv.4	61.568627450980394	70.1492537313433	62.23479490806223	255	134	707	-94.0	-49.3	RPL36
uc004ehk.4	35.221674876847295	67.3913043478261	43.4733257661748	406	46	881	-92.24	-18.2	RPL36A
uc065ahc.1	52.601156069364166	59.375	49.11032028469751	173	32	562	-59.8	-6.6	RPL36A-HNRNPH2
uc001wwq.4	29.81132075471698	53.75	42.35924932975871	265	160	746	-53.8	-54.0	RPL36AL
uc021xxr.2	42.50207125103563	62.0	43.1824095758522	7242	150	7686	-2497.64	-47.0	RPL37
